Competitor;100m_dev;Long_Jump_dev;Shot_Put_dev;High_Jump_dev;400m_dev;Discus_Throw_dev;Pole_Vault_dev;Javelin_Throw_dev;1500m_dev
Patrick Spinner;-0.304998233;0.968330262;-0.473935546;-0.552357932;0.1831689;-0.650040046;-0.929073995;0.998103035;0.11622068
Attila Zsiv¢czky-Pandel;-1.208240241;0.082378683;-0.089736263;1.867096925;-0.764572394;0.341539002;-0.374596207;-0.523015386;0.11622068
Dan Kinsey;-0.937267639;-0.880136614;0.760159122;-0.059708753;-1.88689761;0.81577246;0.22721505;0.379841999;0.11622068
Eric Kerwitz;1.462775413;1.624590691;-0.567074766;-0.552357932;-0.165998945;-1.576950896;-0.949359767;0.173754987;0.11622068
Marcel Dost;-0.137253288;0.24644379;-0.741710804;-0.935529516;0.021055257;-0.218918721;0.22721505;-0.817425404;0.11622068
Atanas Andonov;-0.137253288;-0.595757094;-0.287657106;-0.453828096;-0.664810153;-0.165028555;-0.374596207;0.134500319;0.11622068
Marian Geisler;-0.717908865;0.377695876;-0.101378665;0.137350919;-0.814453515;-0.272808886;0.024357323;-0.346369376;0.11622068
Richard York;0.262753887;-0.12543712;-1.23069171;-0.059708753;0.282931141;-1.048827272;-0.077071541;-0.110841362;0.11622068
Thomas Barrineau;-0.563067378;-0.748884528;-0.811565219;0.739477693;-0.777042674;-1.124273504;0.53150164;-0.218791702;0.11622068
Juan Carlos de la Cruz;-0.021122173;-1.361394262;-0.392438728;0.137350919;0.108347219;-0.402145284;0.024357323;-1.052953417;0.11622068
Jora Singh;-0.859846895;-1.164516133;-0.380796326;-1.034059351;0.22057974;1.106779355;-0.17173848;0.222823324;0.11622068
Eef Kamerbeek;0.004684742;-0.366065944;0.131469386;-1.318701099;-0.614929032;1.149891487;-1.510599479;0.919593698;0.11622068
Horst Mandl;-0.563067378;-0.048873403;-0.404081131;-0.453828096;0.008584977;-0.499147582;-0.374596207;0.154127653;0.11622068
Thomas Walser;0.030491657;-0.595757094;0.492383864;-0.83699968;-0.677280433;0.12597834;-0.949359767;-0.601524724;0.11622068
Christian Gugler;-1.801799276;-1.809838889;-0.008239445;-0.650887768;-1.076329399;-0.208140688;0.22721505;0.988289368;0.11622068
Anis Riahi;0.495016118;-0.234813858;-1.859381447;-1.406283175;0.89397487;-0.208140688;-0.760025889;-0.032332025;0.11622068
Alf-Gerrit Christiansen;-0.782426152;-0.387941292;-1.067698075;0.936537365;-1.088799679;-1.835623691;-0.17173848;-1.239413095;0.11622068
Martin Krenn;-1.324371357;-1.416082631;0.084899775;-0.650887768;-0.540107351;-0.747042344;-0.374596207;-0.1893507;0.11622068
Mikael Olander;-1.930833849;-2.619226751;0.864940745;-0.059708753;-1.649962287;0.352317035;-0.760025889;0.44853767;0.11622068
David Frîhlich;-0.304998233;-1.536397043;-0.450650741;-0.552357932;-0.278231467;-0.984159073;-0.760025889;-1.288481431;0.11622068
Emilio Valle;-0.563067378;-0.333252923;-0.858134829;-1.690924923;-0.49022623;-0.865600709;-1.138693646;-0.572083723;0.11622068
Iv†n da Silva;-0.911460724;-1.208266828;-1.300546126;-0.453828096;-0.041296144;-1.533838763;-1.328027525;-0.002891023;0.11622068
Bevan Hart;-0.808233066;-1.208266828;-1.987447875;-1.121641428;-0.839394075;-1.975738122;0.22721505;-1.8969288;0.11622068
Gert Herunter;0.004684742;-1.033264047;-1.533394176;-1.121641428;-0.440345109;-1.749399426;-1.875743388;-1.259040429;0.11622068
Mike Nolan;-1.079205669;-1.38326961;-1.859381447;0.33441059;-0.976567157;-1.016493173;-0.760025889;-2.289475489;0.11622068
Torbjîrn Lassenius;-1.634054331;-1.656711455;-1.172479698;-1.592395087;-1.16362136;-1.415280399;-1.875743388;1.115867042;0.11622068
Miloslav Moravec;-0.563067378;-0.902011961;-1.556678981;-2.052200988;-0.552577631;-1.3506122;-2.396411554;-0.680034062;0.11622068
Miloslav Moravec;-0.563067378;-1.186391481;-1.649818201;-2.052200988;-0.440345109;-1.275165968;-2.572221584;-1.023512416;0.11622068
Jo?e Brodnik;-1.905026934;-2.44422397;-0.543789961;-1.592395087;-1.812075929;-1.490726631;-5.317562824;0.458351337;0.11622068
Hans Baar;-2.421165225;-2.520787687;-0.473935546;-2.94991727;-2.123832934;-1.576950896;-2.572221584;-2.564258172;0.11622068
Roman ?ebrle;0.727278349;1.810531146;1.726478532;1.560559658;0.856564029;1.430120349;0.842550155;1.950028758;0.06481353
Tom†? Dvor†k;1.462775413;2.204287404;1.819617752;0.33441059;0.819153189;0.880440659;0.024357323;1.891146754;0.06481353
Roman ?ebrle;0.469209204;1.810531146;1.80797535;1.560559658;0.482455624;1.19300362;0.430072777;1.704687077;0.06481353
Erki Nool;1.617616901;1.930845558;0.364317436;0.640947857;1.642191681;-0.337477085;1.471409109;1.498600065;0.06481353
Dmitriy Karpov;1.165995896;0.060503335;1.528557689;0.936537365;1.417726638;1.484010515;0.842550155;0.360214665;0.06481353
Dmitriy Karpov;0.572436862;0.99020561;1.726478532;0.640947857;1.230672435;2.227694801;0.842550155;-0.258046371;0.06481353
Roman ?ebrle;0.546629947;1.865219516;1.679908922;0.936537365;0.706920667;1.02055509;0.430072777;0.860711694;0.06481353
Roman ?ebrle;0.004684742;1.810531146;1.167643211;1.243074631;0.320341982;0.632545897;0.430072777;1.881333087;0.06481353
Michael Smith;1.165995896;0.454259593;1.062861588;1.144544796;1.654661961;0.4708754;0.024357323;0.919593698;0.06481353
Ilya Shkurenev;0.146622772;1.023018631;0.212966203;1.352552227;0.245520301;0.826550493;1.471409109;-0.071586693;0.06481353
Aleksey Drozdov;0.004684742;0.082378683;1.447060871;1.560559658;-0.46528567;1.052889189;0.842550155;1.714500744;0.06481353
Henrik DagÜrd;1.191802811;0.749576786;0.701947109;-0.35529826;1.866656724;0.460097367;0.430072777;0.752761355;0.06481353
Lev Lobodin;0.404691917;0.005814966;1.202570418;0.640947857;0.282931141;1.591790846;1.15359867;-0.150096031;0.06481353
Andrei Krauchanka;-0.253384403;0.585511678;0.632092694;1.451082063;0.095876938;0.84810656;1.052169807;0.379841999;0.06481353
Alexey Sysoev;0.314367716;-0.048873403;1.121073601;1.867096925;0.170698619;1.311561984;0.632930504;0.036363646;0.06481353
Pascal Behrenbruch;0.495016118;0.399571223;1.167643211;-0.256768425;0.395163663;1.246893786;-0.563930086;1.488786397;0.06481353
Laurent Hernu;-0.046929087;0.694888417;0.306105423;0.936537365;0.295401421;0.740326228;0.328643913;0.114872984;0.06481353
Luiz Alberto de Ara£jo;0.843409465;0.968330262;0.864940745;0.33441059;-0.053766424;0.858884593;0.22721505;-0.150096031;0.06481353
Ashton Eaton;1.501485785;0.694888417;-0.834850024;-0.256768425;1.529959159;0.007419975;1.15359867;-1.131462755;0.06481353
Frank MÅller;0.520823033;-0.158250141;0.387602241;0.038821083;0.158228339;1.106779355;0.842550155;0.713506686;0.06481353
Indrek Turi;0.146622772;-0.256689206;0.259535813;1.352552227;0.058466098;-0.445257417;0.842550155;0.801829691;0.06481353
Mustafa Abdur-Rahim;1.10147861;0.137067052;0.247893411;-0.256768425;0.943855991;2.044468238;-0.374596207;-0.395437712;0.06481353
Erki Nool;0.236946973;0.158942399;0.212966203;-0.453828096;0.519866465;-0.305142986;1.518742579;0.792016023;0.06481353
Roland Schwarzl;0.056298571;1.077707;0.201323801;0.33441059;-0.003885303;0.4708754;0.632930504;-0.228605369;0.06481353
Vasiliy Kharlamov;-0.808233066;0.727701438;1.284067236;-0.552357932;-0.178469226;0.977442957;0.842550155;0.320959996;0.06481353
Yordani Garc°a;0.430498832;-1.131703112;0.585523084;1.04601496;0.295401421;0.578655731;0.53150164;0.16394132;0.06481353
Aleksey Drozdov;-0.163060203;0.47613494;1.388848859;1.04601496;-0.602458752;0.4708754;0.53150164;0.487792339;0.06481353
Adam Sebastian Helcelet;0.120815857;0.137067052;0.620450292;0.33441059;0.083406658;-0.294364953;0.348929686;0.487792339;0.06481353
Oleksandr Yurkov;0.611147234;-1.262955198;0.597165487;0.038821083;0.681980107;1.419342316;0.842550155;-0.385624045;0.06481353
Romain Martin;0.353078088;0.137067052;-0.730068402;0.838007529;0.407633943;-0.984159073;0.842550155;0.585929011;0.06481353
Paul Terek;-0.188867117;-0.311377575;0.725231915;0.33441059;0.445044783;0.427763267;1.261789458;-0.493574385;0.06481353
Adam Sebastian Helcelet;0.172429686;0.10425403;0.434171851;0.838007529;0.681980107;-0.499147582;0.024357323;0.291518994;0.06481353
Volodymyr Mykhaylenko;0.095008943;0.858953524;0.073257373;1.144544796;0.806682909;-0.186584621;0.450358549;-1.818419462;0.06481353
Robert WÑrff;-0.859846895;0.10425403;0.911510355;0.235880754;-0.365523428;0.319982936;0.024357323;1.056985039;0.06481353
Mikk Pahapill;-0.446936262;-0.409816639;0.713589512;0.038821083;-0.689750713;1.085223289;0.741121292;-0.248232704;0.06481353
Dan Steele;0.727278349;-0.694196159;-0.07809386;-1.220171263;1.193261594;1.106779355;-0.374596207;0.978475701;0.06481353
Keisuke Ushiro;-0.808233066;-0.617632442;0.131469386;0.640947857;-0.278231467;0.492431466;0.632930504;1.096239708;0.06481353
Paul Terek;0.495016118;-1.262955198;0.93479516;-0.256768425;0.095876938;-0.068026257;1.72836223;-0.002891023;0.06481353
Pelle Rietveld;0.430498832;0.005814966;0.573880682;-1.220171263;0.445044783;-0.359033152;-0.313738889;1.459345396;0.06481353
Aleksandr Nevskiy;-0.163060203;0.158942399;0.911510355;-0.059708753;-0.215880066;0.4708754;0.024357323;0.124686651;0.06481353
David G¢mez;-0.279191318;0.935517241;0.119826983;-0.35529826;-0.016355583;0.061310141;-0.17173848;0.379841999;0.06481353
SÇbastien Levicq;-0.588874292;0.060503335;-0.101378665;0.235880754;-0.540107351;-1.232053835;0.842550155;1.233631049;0.06481353
Keisuke Ushiro;-0.963074553;0.027690313;-0.427365936;0.531470262;-0.427874829;0.729548195;-0.17173848;1.616364071;0.06481353
Matthias Prey;-0.498550092;0.563636331;1.610054507;-1.034059351;-0.664810153;1.91513184;-0.739740116;0.213009656;0.06481353
Yevgeny Sarantsev;-0.614681207;-0.026998056;0.166396593;-0.256768425;-0.664810153;0.373873102;0.430072777;1.037357704;0.06481353
Luiz Alberto de Ara£jo;0.056298571;0.432384245;0.375959839;-0.552357932;0.257990581;0.416985234;0.024357323;-0.837052738;0.06481353
Wilfrid Boulineau;-0.304998233;0.137067052;-0.380796326;0.235880754;-0.315642308;-0.046470191;0.450358549;0.428910336;0.06481353
Mikhail Logvinenko;-0.111446373;0.826140502;-0.101378665;-0.552357932;0.557277305;0.610989831;0.22721505;-1.661400786;0.06481353
Siegfried Wentz;-0.498550092;-0.202000837;0.667019902;0.137350919;0.607158426;0.201424571;-0.374596207;-0.179537033;0.06481353
Mikk-Mihkel Arro;0.262753887;0.377695876;0.422529449;-0.650887768;-0.577518191;0.621767864;0.024357323;0.065804648;0.06481353
Ales Pastrnak;-1.053398754;-0.103561772;0.154754191;0.432940426;-1.001507718;0.503209499;0.430072777;0.517233341;0.06481353
Aleksandr Bogdanov;0.520823033;-0.442629661;-0.241087495;0.235880754;0.594688146;0.373873102;0.024357323;-0.778170735;0.06481353
Bevan Hart;0.314367716;-0.803572897;-0.194517885;-1.034059351;0.145758059;0.12597834;1.15359867;-0.169723366;0.06481353
Ashley Bryant;0.056298571;0.826140502;-0.450650741;-0.749417603;0.719390947;-0.402145284;-0.563930086;0.988289368;0.06481353
Stephen Cain;-0.640488122;-1.131703112;-0.054809055;0.235880754;-0.714691273;0.578655731;0.632930504;0.782202356;0.06481353
Robert Jung;0.469209204;0.508947962;0.480741461;-0.059708753;0.681980107;0.804994427;-0.760025889;-1.023512416;0.06481353
Robert Zm?l°k;0.520823033;0.673013069;-0.404081131;0.531470262;-0.527637071;-1.393724333;0.22721505;-0.670220395;0.06481353
Atis Vaisjuns;-1.182433327;-0.103561772;0.445814254;0.137350919;-0.066236704;-0.111138389;0.22721505;0.340587331;0.06481353
Rojs Piziks;-1.324371357;-0.464505009;0.387602241;1.659089494;-1.525259485;0.869662626;0.22721505;0.242450658;0.06481353
Atis Vaisjuns;-0.356612062;-0.387941292;-0.066451457;0.432940426;-0.253290907;0.158312439;0.430072777;-0.238419037;0.06481353
Dominic Giovannoni;0.146622772;-0.103561772;-0.043166652;-0.35529826;0.170698619;-0.714708245;0.842550155;-1.121649088;0.06481353
Adam Baginski;-0.717908865;0.027690313;-0.310941911;0.531470262;-0.253290907;0.018198008;-0.17173848;0.183568655;0.06481353
Maximilian Gilde;-0.279191318;0.880828872;-0.730068402;0.137350919;0.145758059;-0.197362655;-0.374596207;0.360214665;0.06481353
Terry Prentice;1.282127012;0.213630768;-0.17123308;0.640947857;-0.527637071;-0.736264311;-0.374596207;-1.111835421;0.06481353
Nick Adcock;0.004684742;-0.672320811;-0.334226716;0.432940426;0.694450387;-0.714708245;0.22721505;-0.954816745;0.06481353
Rudy Bourguignon;-1.208240241;-0.202000837;0.143111788;-0.552357932;-1.063859118;0.901996725;0.741121292;0.281705327;0.06481353
Andreas Rizzi;0.778892178;0.323007507;1.004649575;-0.650887768;0.295401421;0.826550493;-0.563930086;-1.288481431;0.06481353
Jaakko Ojaniemi;-0.717908865;-0.202000837;0.736874317;-0.35529826;-0.602458752;-0.100360356;0.125786186;1.145308044;0.06481353
Raven Cepeda;0.869216379;-0.748884528;0.212966203;-0.650887768;-1.300794442;0.190646538;0.632930504;-0.424878714;0.06481353
Nick Adcock;-0.356612062;0.290194485;-0.310941911;0.137350919;0.569747585;-0.865600709;0.044643095;-0.886121074;0.06481353
Mateo Sossah;-0.911460724;-0.387941292;-0.613644376;0.531470262;0.270460861;0.707992129;-0.077071541;-0.532829054;0.06481353
Mourad Souissi;-0.859846895;-0.234813858;0.271178216;-1.121641428;0.706920667;-0.068026257;-0.077071541;-0.130468697;0.06481353
Matthias Prey;-0.911460724;1.154270717;0.608807889;-0.83699968;-0.47775595;0.546321632;-0.374596207;-0.670220395;0.06481353
Joseph Cebulski;-0.963074553;-1.492646348;-0.415723533;0.739477693;-0.165998945;0.158312439;0.943979019;-0.130468697;0.06481353
Gaâtan Blouin;-0.524357006;-0.158250141;-0.741710804;0.137350919;-0.091177264;-0.412923317;0.22721505;0.330773663;0.06481353
Chase Dalton;-0.085639459;-0.202000837;-0.287657106;-0.35529826;-1.400556683;0.395429168;-0.17173848;0.998103035;0.06481353
Travis Brandstatter;-0.472743177;-1.591085412;-1.067698075;0.432940426;-0.340582868;-0.305142986;0.430072777;0.320959996;0.06481353
Hiromasa Tanaka;0.030491657;-0.825448245;-1.521751774;-0.35529826;-0.153528665;0.007419975;0.842550155;0.389655667;0.06481353
Philipp Britner;-1.634054331;0.323007507;-0.194517885;1.867096925;-1.288324162;-0.639262013;-0.17173848;-0.58189739;0.06481353
Lars-Niklas Heinke;0.030491657;-0.541068725;-1.067698075;-0.453828096;-0.240820627;0.276870803;0.430072777;0.065804648;0.06481353
Simon Ruckdeschel;-0.137253288;-0.289502227;-0.206160288;0.33441059;-0.540107351;-0.553037748;0.632930504;-0.552456388;0.06481353
James Dunkleberger;0.353078088;-0.781697549;-0.369153923;-0.158238589;-0.49022623;0.384651135;0.22721505;-0.287487373;0.06481353
Aigar Kukk;-0.563067378;0.99020561;-0.730068402;-0.552357932;-1.86195705;0.492431466;0.430072777;0.281705327;0.06481353
Nikolay Tishchenko;-0.498550092;0.213630768;-0.287657106;-0.83699968;-0.340582868;0.84810656;-0.17173848;-0.856680073;0.06481353
Gunnar Nixon;0.120815857;-0.070748751;-1.288903723;0.531470262;0.856564029;-1.501504664;-0.374596207;-0.787984402;0.06481353
Juuso Hassi;0.262753887;-0.234813858;-0.380796326;-0.35529826;0.158228339;-0.359033152;-0.469263147;0.281705327;0.06481353
Martin Roe;0.172429686;-0.333252923;0.79508633;-0.256768425;-0.664810153;0.804994427;-0.760025889;0.477978672;0.06481353
Thomas Walser;0.198236601;-0.934824983;0.818371135;-0.256768425;-0.041296144;-0.617705947;-0.760025889;0.379841999;0.06481353
Andrey Demyanov;-1.750185447;0.344882854;-0.334226716;0.640947857;-0.914215756;0.136756373;-0.374596207;0.252264325;0.06481353
Brandon Hoskins;1.140188982;-0.442629661;-0.392438728;-1.220171263;0.706920667;-0.057248224;-0.563930086;-0.415065047;0.06481353
Lars Warming;-0.666295036;-0.256689206;-0.101378665;-0.650887768;0.407633943;-0.197362655;0.024357323;-1.170717424;0.06481353
Michael Arnold;-0.279191318;0.158942399;-0.392438728;0.137350919;0.108347219;-0.994937107;-1.138693646;0.301332662;0.06481353
Phillip Adam;0.146622772;-0.519193378;0.084899775;-0.35529826;-0.47775595;-0.186584621;0.22721505;-1.052953417;0.06481353
Keisuke Ushiro;-0.88565381;-0.978575678;-0.753353207;0.531470262;-0.939156317;0.136756373;-0.374596207;1.420090727;0.06481353
Mirko Spada;-1.02759184;-1.186391481;0.282820618;-0.35529826;-0.677280433;-0.046470191;-0.17173848;-0.159909699;0.06481353
Adam NejedlÏ;-0.666295036;0.563636331;-1.032770867;0.640947857;-0.365523428;-0.930268908;-0.17173848;-1.259040429;0.06481353
Gernot Kellermayr;-0.021122173;-0.333252923;-0.974558855;-1.220171263;0.1831689;-0.714708245;-0.17173848;-0.47394705;0.06481353
Dag Frode Skogheim;-0.782426152;-0.234813858;-1.673103007;0.235880754;-0.066236704;-0.97338104;-0.374596207;-1.072580752;0.06481353
Roland Schwarzl;-0.666295036;-0.048873403;0.10818458;-1.592395087;-0.589988472;-0.445257417;-0.17173848;-1.072580752;0.06481353
Rojs Piziks;-1.775992361;-1.230142176;-0.345869118;0.531470262;-2.086422093;0.072088174;-0.374596207;-0.797798069;0.06481353
Gines Hidalgo;-0.111446373;-0.202000837;-1.533394176;-0.83699968;-0.49022623;-0.876378742;-0.563930086;-1.04313975;0.06481353
Terry Wepener;-1.724378532;-1.962966322;-0.974558855;0.936537365;-0.727161554;-1.070383338;-1.138693646;-0.277673705;0.06481353
Gerd Brinkmann;-0.808233066;-1.536397043;-0.427365936;-1.121641428;-0.764572394;-0.703930212;-0.374596207;-0.503388052;0.06481353
Aliaksandr Parkhomenka;-0.692101951;-9.345896152;0.667019902;0.640947857;-0.652339872;0.212202605;0.22721505;1.282699385;0.06481353
Maciej Mackowiak;-0.782426152;-0.858261266;-1.521751774;-0.256768425;-0.365523428;-1.997294188;-0.563930086;-0.895934741;0.06481353
Yunior D°az;0.236946973;0.060503335;-0.054809055;0.038821083;1.367845517;0.29842687;-0.448977374;-0.287487373;0.06481353
Santiago Lorenzo;-0.472743177;-1.711399824;-1.347115736;-2.512006888;0.307871701;-1.501504664;-0.760025889;0.046177313;0.06481353
Pontus Lundkvist;-1.298564442;-1.437957979;-1.079340478;-0.83699968;-0.714691273;-1.264387935;-0.563930086;-1.68102812;0.06481353
Michele RÅfenacht;0.495016118;-0.595757094;-0.21780269;-0.650887768;0.731861228;0.158312439;-5.317562824;-1.013698748;0.06481353
Tom†? Dvor†k;1.024057866;1.59177767;1.924399375;1.04601496;0.420104223;1.753461343;-0.374596207;1.950028758;0.013406381
Trey Hardee;2.017624076;0.968330262;0.946437563;0.235880754;1.006207392;1.333118051;0.430072777;1.371022391;0.013406381
Tom†? Dvor†k;1.256320097;1.099582348;1.109431198;0.33441059;1.056088512;0.81577246;0.22721505;1.969656092;0.013406381
Roman ?ebrle;1.024057866;1.843344168;0.818371135;1.243074631;0.844093749;0.319982936;0.632930504;0.850898027;0.013406381
Oleksandr Yurkov;0.611147234;1.73396743;1.295709638;-0.256768425;0.145758059;1.613346912;1.687790685;-0.1893507;0.013406381
Maurice Smith;0.843409465;0.377695876;2.751009955;0.137350919;0.619628706;2.357031199;0.328643913;-0.964630412;0.013406381
Lev Lobodin;1.024057866;1.515213953;1.062861588;0.640947857;0.744331508;0.794216394;0.842550155;-0.699661397;0.013406381
Lev Lobodin;0.636954148;0.005814966;1.551842494;0.640947857;0.1831689;1.484010515;1.261789458;-0.159909699;0.013406381
Andrei Krauchanka;-0.356612062;1.263647455;0.725231915;1.243074631;0.382693383;1.074445255;0.470644322;0.752761355;0.013406381
Yunior D°az;1.282127012;1.482400932;0.422529449;0.531470262;2.215824569;0.276870803;0.024357323;0.399469334;0.013406381
Rico Freimuth;1.411161584;-0.026998056;0.853298342;-0.552357932;1.367845517;1.106779355;0.551787413;0.09524565;0.013406381
Klaus Isekenmeier;-0.188867117;0.694888417;1.493630481;-0.83699968;0.469985344;1.74268331;0.632930504;1.086426041;0.013406381
Jake Arnold;0.172429686;-0.541068725;0.876583147;0.33441059;0.307871701;0.934330825;1.052169807;0.723320353;0.013406381
Aleksey Drozdov;0.030491657;-0.672320811;1.563484897;0.33441059;-0.440345109;1.785795442;0.632930504;1.066798706;0.013406381
Aleksey Drozdov;0.236946973;0.158942399;1.656624117;0.531470262;-0.976567157;1.149891487;1.052169807;0.762575022;0.013406381
Andres Raja;0.81760255;0.563636331;0.434171851;0.235880754;0.482455624;0.104422273;0.430072777;0.046177313;0.013406381
Mikk Pahapill;0.004684742;0.47613494;0.457456656;0.038821083;-1.2010322;1.19300362;0.883121701;0.919593698;0.013406381
Vasiliy Kharlamov;-0.640488122;1.099582348;0.271178216;0.137350919;0.095876938;0.923552792;0.842550155;0.301332662;0.013406381
Aleksey Drozdov;-0.666295036;-0.202000837;1.039576783;1.04601496;-1.088799679;1.613346912;0.22721505;1.429904394;0.013406381
Artem Lukyanenko;0.378885003;0.6183247;0.282820618;0.640947857;0.1831689;-0.531481682;0.22721505;0.73313402;0.013406381
Adam Sebastian Helcelet;0.004684742;0.24644379;0.236251008;1.04601496;0.432574503;-0.208140688;0.470644322;0.44853767;0.013406381
Lennart Hedmark;-0.498550092;0.913641893;1.016291978;-0.749417603;0.432574503;0.686436063;-0.760025889;2.440712119;0.013406381
Thomas Tebbich;0.030491657;0.6183247;0.352675034;0.038821083;-0.003885303;0.061310141;0.430072777;1.380836058;0.013406381
Yunior D°az;1.140188982;1.099582348;0.259535813;0.038821083;1.59231056;0.341539002;-0.949359767;-0.150096031;0.013406381
Attila Szab¢;-0.421129348;0.290194485;0.911510355;-0.453828096;-0.003885303;0.675658029;-0.077071541;1.704687077;0.013406381
Siegfried Wentz;-0.188867117;-0.442629661;0.760159122;0.531470262;0.494925904;0.675658029;-0.374596207;0.546674343;0.013406381
Zsolt KÅrtîsi;0.056298571;0.10425403;0.410887046;0.936537365;-0.415404549;0.341539002;0.22721505;0.065804648;0.013406381
Aleksey Drozdov;-0.395322433;-0.825448245;1.656624117;0.838007529;-1.001507718;0.977442957;0.551787413;0.958848367;0.013406381
Ingmar Vos;-0.356612062;0.727701438;0.282820618;1.04601496;-0.46528567;0.050532108;-0.374596207;0.782202356;0.013406381
Adam Sebastian Helcelet;0.430498832;0.005814966;0.306105423;0.137350919;-0.003885303;-0.488369549;0.632930504;0.605556346;0.013406381
Jake Arnold;-0.446936262;-0.519193378;0.317747826;0.432940426;0.332812262;0.255314737;1.052169807;-0.454319716;0.013406381
Hans-Joachim Walde;-0.188867117;0.640200047;0.98136477;-0.158238589;0.295401421;0.287648837;-0.563930086;1.341581389;0.013406381
Lars Rise;-0.614681207;-0.366065944;1.505272884;0.936537365;-0.752102114;0.449319334;-0.077071541;1.577109403;0.013406381
Gray Horn;0.985347495;0.727701438;-0.194517885;0.235880754;0.145758059;-0.660818079;0.842550155;-1.023512416;0.013406381
Klaus Ambrosch;0.262753887;0.005814966;0.969722368;-0.552357932;-0.228350346;-0.229696754;0.024357323;1.557482068;0.013406381
Atanas Andonov;-0.666295036;-1.230142176;0.853298342;0.936537365;-0.714691273;1.311561984;0.024357323;0.693879351;0.013406381
Brent Newdick;0.095008943;0.673013069;0.026687763;-0.059708753;-0.016355583;0.276870803;0.430072777;-0.071586693;0.013406381
Ryszard Katus;-0.111446373;0.563636331;0.375959839;-0.453828096;0.120817499;0.169090472;-0.374596207;1.007916703;0.013406381
Ilya Shkurenev;0.030491657;0.268319138;-0.764995609;0.432940426;-0.016355583;0.061310141;0.842550155;0.232636991;0.013406381
Scott Ferrier;0.146622772;0.377695876;0.445814254;0.33441059;-0.340582868;0.513987532;0.430072777;-0.660406728;0.013406381
Rudy Bourguignon;-0.356612062;0.082378683;0.958079965;-0.35529826;0.033525537;0.039754074;0.842550155;0.527047008;0.013406381
Fredrik Samuelsson;0.353078088;1.73396743;-0.334226716;0.739477693;-0.290701747;-1.00571514;0.22721505;-0.307114707;0.013406381
Tom†? Dvor†k;-0.046929087;-0.978575678;1.249140028;-0.256768425;-0.577518191;0.039754074;0.22721505;1.19437638;0.013406381
Yevgeny Sarantsev;-0.163060203;-0.595757094;0.690304707;0.33441059;-0.240820627;0.546321632;-0.17173848;0.899966363;0.013406381
Marzio Viti;-0.563067378;1.263647455;0.387602241;0.33441059;-1.288324162;0.600211797;0.430072777;-0.316928374;0.013406381
Janis Karlivans;-0.330805147;0.673013069;0.049972568;0.33441059;0.070936378;0.589433764;0.22721505;0.046177313;0.013406381
Vasiliy Kharlamov;-0.808233066;0.290194485;0.515668669;-0.453828096;0.257990581;0.98822099;0.125786186;0.075618315;0.013406381
Ashley Bryant;0.236946973;0.563636331;-0.380796326;-1.406283175;0.557277305;-0.563815781;-0.056785768;1.76356908;0.013406381
Simon Poelman;0.895023294;-0.289502227;0.969722368;-0.552357932;-0.727161554;0.524765566;-0.17173848;-0.258046371;0.013406381
Keisuke Ushiro;-0.756619237;-0.366065944;-0.194517885;0.235880754;-0.552577631;0.772660328;0.430072777;1.233631049;0.013406381
Stefan Schmid;-0.395322433;0.213630768;-0.543789961;-0.749417603;0.245520301;-0.520703649;0.632930504;1.243444716;0.013406381
Paul Terek;0.546629947;-0.803572897;0.783443927;0.137350919;0.021055257;0.190646538;0.842550155;-0.287487373;0.013406381
Janek Âiglane;-1.272757528;-0.289502227;-0.147948275;0.640947857;-0.739631834;-0.445257417;0.288072368;2.038351763;0.013406381
Rudy Bourguignon;-0.330805147;0.213630768;-0.03152425;-0.83699968;-0.976567157;0.384651135;1.261789458;0.566301677;0.013406381
Lars Rise;-0.446936262;0.454259593;0.783443927;-0.059708753;-0.540107351;0.880440659;-0.117643086;0.320959996;0.013406381
Laurent Hernu;-0.782426152;0.10425403;0.003402958;0.038821083;-0.390463989;-0.046470191;0.842550155;-0.395437712;0.013406381
Michael Morrison;0.288560802;0.191755421;-1.382042943;0.235880754;0.694450387;-0.553037748;0.632930504;0.213009656;0.013406381
Darius Draudvila;0.495016118;-0.234813858;0.131469386;0.838007529;0.532336745;0.481653433;-0.469263147;-1.052953417;0.013406381
Chris Randolph;-0.640488122;0.10425403;-0.136305873;0.531470262;0.257990581;-0.639262013;0.632930504;-0.346369376;0.013406381
Eric Kaiser;0.262753887;0.880828872;-0.799922817;0.640947857;0.307871701;-0.434479383;-0.949359767;0.105059317;0.013406381
Aki Heikkinen;-0.563067378;0.290194485;0.725231915;-0.650887768;-0.876804916;-0.240474787;0.328643913;0.811643358;0.013406381
Chris Helwick;-0.395322433;-0.934824983;-0.636929181;0.432940426;-0.527637071;0.115200306;0.328643913;1.145308044;0.013406381
Anatoli Koshar;-1.130819498;-0.519193378;0.282820618;1.04601496;-0.46528567;0.341539002;-0.17173848;0.517233341;0.013406381
Mihail Duda?;-0.188867117;-0.573881747;-0.229445093;0.432940426;-0.190939506;0.147534406;0.024357323;0.134500319;0.013406381
Maximilian Gilde;-0.614681207;0.377695876;-0.473935546;-0.552357932;-0.178469226;-0.380589218;-0.17173848;1.380836058;0.013406381
Lars Albert;-0.937267639;-0.464505009;1.167643211;-0.83699968;-1.113740239;0.912774758;0.430072777;0.291518994;0.013406381
