Competitor;100m_dev;Long_Jump_dev;Shot_Put_dev;High_Jump_dev;400m_dev;Discus_Throw_dev;Pole_Vault_dev;Javelin_Throw_dev;1500m_dev
Iv†n Scolfaro da Silva;0.004684742;0.377695876;-0.706783597;-0.059708753;0.557277305;-0.380589218;-0.17173848;-0.12065503;0.013406381
Slaven Dizdarevic;0.120815857;-0.202000837;0.655377499;0.235880754;-0.103647545;-0.725486278;-0.374596207;-0.650593061;0.013406381
Jarkko Finni;0.353078088;0.005814966;0.271178216;-1.121641428;-0.041296144;-0.542259715;-0.17173848;0.684065684;0.013406381
JosÇ Angel Mendieta;0.056298571;-0.114499446;1.004649575;-0.83699968;0.108347219;-0.984159073;-0.563930086;0.762575022;0.013406381
Brent Newdick;-0.085639459;-0.256689206;0.306105423;-0.059708753;0.133287779;-0.132694456;0.22721505;-0.846866405;0.013406381
Isaac Murphy;1.862782589;-0.256689206;-1.265618918;-1.504813011;0.257990581;0.589433764;0.632930504;-1.062767085;0.013406381
Marek Luk†?;-0.253384403;-0.541068725;-0.322584313;-0.453828096;-0.228350346;-0.596149881;-0.17173848;1.253258384;0.013406381
Vasiliy Kuznetsov;0.869216379;-0.672320811;0.259535813;-2.052200988;0.307871701;1.290005918;-1.328027525;1.58692307;0.013406381
Gray Horn;0.95954058;1.296460477;-0.974558855;-0.256768425;-0.377993708;-0.919490875;0.125786186;-1.239413095;0.013406381
Pavel Baar;0.262753887;-0.650445463;-0.334226716;-0.35529826;0.23305002;-0.585371847;-0.17173848;0.713506686;0.013406381
Lysias Edmonds;0.288560802;-0.256689206;-1.521751774;-0.35529826;0.844093749;-1.199719736;0.842550155;-0.415065047;0.013406381
Scott Filip;1.049864781;0.399571223;-0.636929181;0.235880754;0.968796551;-0.951824974;0.430072777;-1.514195777;0.013406381
Aigar Kukk;-0.588874292;0.137067052;-0.12466347;0.137350919;-1.288324162;0.772660328;0.430072777;-0.150096031;0.013406381
Miller Moss;1.165995896;-0.464505009;-0.671856389;-0.35529826;1.367845517;-1.426058432;0.328643913;-1.563264114;0.013406381
Lars Albert;-0.395322433;-0.256689206;1.097788795;-0.256768425;-1.17609164;-0.121916423;-0.17173848;0.340587331;0.013406381
Romain Barras;-0.421129348;-0.464505009;-0.485577949;-0.158238589;-0.103647545;-0.951824974;0.024357323;0.330773663;0.013406381
Hamdi Dhouibi;-0.446936262;-1.230142176;-0.147948275;-0.453828096;1.60478084;0.341539002;-0.374596207;-0.915562076;0.013406381
Einar Dadi L†russon;-0.279191318;-0.234813858;-1.114267685;0.432940426;0.307871701;-1.14582957;0.430072777;-0.356183043;0.013406381
Hans Olav Uldal;-0.808233066;-0.748884528;0.189681398;-1.034059351;-0.702220993;1.128335421;-0.273167344;0.114872984;0.013406381
Derek Masterson;-0.472743177;-0.694196159;-0.473935546;-0.650887768;-0.066236704;0.115200306;0.22721505;0.036363646;0.013406381
Eric Broadbent;0.895023294;0.191755421;-0.939631647;1.659089494;1.018677672;-0.682374146;-0.915550146;-2.623140175;0.013406381
Van Huyen Vu;0.933733665;-0.387941292;-1.498466969;0.432940426;0.420104223;-0.62848398;-0.374596207;-0.248232704;0.013406381
Evan Weinstock;0.378885003;-0.72700918;-0.415723533;-0.650887768;-0.128588105;-0.003358058;-0.374596207;0.124686651;0.013406381
Justin Balczak;-0.498550092;-0.289502227;-0.683498792;0.33441059;-0.091177264;-1.339834167;0.632930504;-1.141276422;0.013406381
Stephen Cain;-1.350178271;-0.311377575;0.038330165;-1.034059351;-0.228350346;-0.412923317;-0.17173848;0.958848367;0.013406381
Alper Kasapo?lu;0.288560802;-0.202000837;-0.159590678;-0.35529826;-0.415404549;-0.28358692;-0.17173848;-1.131462755;0.013406381
Nikolay Tishchenko;-0.227577489;0.47613494;-0.567074766;0.038821083;0.021055257;-0.315921019;-0.374596207;-1.543636779;0.013406381
Franti?ek Stanek;-2.085675336;-1.61296076;0.655377499;-0.453828096;-1.17609164;-1.048827272;1.261789458;0.939221032;0.013406381
Steele Wasik;0.546629947;-0.541068725;-1.04441327;-0.256768425;0.070936378;-0.736264311;-0.374596207;-0.699661397;0.013406381
David Gervasi;-0.563067378;0.005814966;-0.252729898;0.038821083;-0.814453515;-0.811710543;0.024357323;-0.47394705;0.013406381
Nick Trubachik;-0.859846895;-1.284830545;-0.241087495;0.531470262;-0.116117825;-0.671596112;-0.374596207;0.742947687;0.013406381
Nikolay Zajats;-0.046929087;-0.311377575;-1.032770867;0.038821083;0.320341982;-0.542259715;0.430072777;-1.013698748;0.013406381
Brent Newdick;0.172429686;-0.234813858;-0.392438728;-0.256768425;-0.689750713;0.190646538;-0.273167344;-0.984257747;0.013406381
Chiel Warners;-0.021122173;-0.256689206;-0.927989245;-0.256768425;0.569747585;-1.339834167;-0.563930086;-0.591711057;0.013406381
David Frîhlich;0.469209204;-1.711399824;-0.741710804;-0.749417603;0.469985344;-1.684731227;-0.374596207;-1.170717424;0.013406381
Robert Pracher;-0.188867117;-1.033264047;-0.287657106;-1.220171263;-1.724783968;-0.402145284;-0.17173848;-2.07357481;0.013406381
Yordan Miyakov;-1.375985186;-1.733275172;0.224608606;-2.052200988;-1.86195705;-0.089582323;-0.949359767;0.595742679;0.013406381
Rafael Cano;-0.279191318;0.005814966;-1.929235862;-0.749417603;-0.103647545;-1.921847956;-1.328027525;-0.748729733;0.013406381
Michael Jõrgensen;-1.505019759;-1.230142176;-1.696387812;-1.690924923;-0.340582868;-1.232053835;-0.760025889;0.006922644;0.013406381
Hermund Hõgheim;-0.563067378;-1.514521695;-2.325077548;-2.512006888;-1.600081166;-2.24518895;-5.317562824;-0.562270055;0.013406381
Tom†? Dvor†k;1.643423815;2.346477164;1.959326583;1.243074631;0.856564029;1.246893786;0.53150164;1.449531728;-0.046568626
Bryan Clay;1.95310679;2.149599035;0.911510355;0.936537365;0.370223102;1.74268331;0.632930504;1.822451083;-0.046568626
Michael Smith;-0.356612062;1.482400932;2.145605023;0.038821083;0.657039547;2.367809232;0.632930504;2.04816543;-0.046568626
Tom†? Dvor†k;1.372451213;1.59177767;1.377206456;-0.552357932;1.155850754;0.621767864;0.22721505;1.851892085;-0.046568626
Erki Nool;1.772458388;1.985533928;0.480741461;-0.256768425;1.978889246;-1.027271206;1.471409109;1.155121711;-0.046568626
Roman ?ebrle;1.049864781;1.515213953;0.585523084;1.659089494;1.068558793;0.632545897;0.024357323;0.988289368;-0.046568626
Bryan Clay;1.978913704;1.460525584;0.038330165;0.531470262;1.168321034;0.276870803;0.22721505;1.537854734;-0.046568626
Erki Nool;0.95954058;1.930845558;0.166396593;0.038821083;1.455137478;-0.337477085;1.90417226;0.919593698;-0.046568626
Erki Nool;1.024057866;0.858953524;0.573880682;0.33441059;1.529959159;0.610989831;1.471409109;0.311146329;-0.046568626
Francisco Javier Benet;0.869216379;1.351148846;0.247893411;-0.256768425;0.657039547;0.287648837;0.842550155;0.998103035;-0.046568626
Aleksey Drozdov;-0.666295036;0.749576786;1.586769702;1.768567089;-0.864334636;1.785795442;0.842550155;1.096239708;-0.046568626
Yordani Garc°a;0.611147234;-0.72700918;0.655377499;1.243074631;0.23305002;0.718770162;0.430072777;1.743941746;-0.046568626
Mikk Pahapill;0.004684742;0.804265155;0.073257373;0.640947857;-0.153528665;1.376230183;0.883121701;0.379841999;-0.046568626
Pau Tonnesen;-0.021122173;0.858953524;0.876583147;1.144544796;-0.49022623;0.718770162;1.471409109;0.016736312;-0.046568626
Pascal Behrenbruch;0.172429686;0.027690313;1.773048142;0.235880754;-0.190939506;0.901996725;0.348929686;0.939221032;-0.046568626
Paul Terek;0.172429686;0.323007507;1.225855223;-0.256768425;0.607158426;0.460097367;1.687790685;0.154127653;-0.046568626
Thorsten Dauth;1.372451213;-0.070748751;1.295709638;1.144544796;1.043618232;0.309204903;-0.760025889;0.497606006;-0.046568626
Adam Sebastian Helcelet;0.095008943;-0.158250141;0.958079965;0.739477693;-0.45281539;0.934330825;0.632930504;0.595742679;-0.046568626
Chiel Warners;0.572436862;0.858953524;0.864940745;-0.256768425;1.255612995;-0.143472489;0.430072777;-0.258046371;-0.046568626
Adam Sebastian Helcelet;0.146622772;0.399571223;0.725231915;0.640947857;-0.303172027;-0.294364953;0.348929686;0.988289368;-0.046568626
Vasiliy Kharlamov;-0.330805147;0.563636331;0.713589512;-0.35529826;0.22057974;0.880440659;0.842550155;0.370028332;-0.046568626
Yevgeny Sarantsev;-0.859846895;0.027690313;1.260782431;0.33441059;-0.889275196;0.578655731;1.052169807;1.263072051;-0.046568626
Claston Bernard;1.230513183;0.432384245;0.236251008;2.086052115;-0.078706984;1.430120349;-1.422694464;0.242450658;-0.046568626
Florian Schînbeck;-0.137253288;0.640200047;-0.054809055;-0.749417603;0.120817499;1.160669521;1.052169807;-0.042145692;-0.046568626
Lev Lobodin;0.314367716;0.027690313;0.79508633;0.235880754;0.407633943;0.061310141;0.842550155;-0.591711057;-0.046568626
Rolf SchlÑfli;0.095008943;0.290194485;1.132716003;-0.83699968;0.657039547;0.147534406;0.22721505;1.145308044;-0.046568626
Robert Zm?l°k;0.236946973;-0.048873403;-0.380796326;-0.059708753;0.120817499;-0.606927914;1.261789458;0.703693018;-0.046568626
Massimo Bertocchi;2.107948277;0.060503335;0.119826983;0.038821083;0.831623469;0.395429168;0.430072777;-0.444506049;-0.046568626
Tom†? Dvor†k;-0.421129348;0.24644379;1.365564054;0.038821083;-0.777042674;0.136756373;0.430072777;0.998103035;-0.046568626
Igor ?arcevic;0.353078088;0.508947962;0.003402958;0.432940426;0.108347219;-0.563815781;0.943979019;-0.316928374;-0.046568626
Vitaliy Kolpakov;-0.421129348;0.432384245;0.74851672;0.838007529;0.395163663;1.085223289;0.024357323;-0.464133383;-0.046568626
Jacob Minah;1.049864781;0.399571223;-0.019881847;-0.059708753;1.130910193;-0.229696754;0.22721505;-0.326742042;-0.046568626
Josef Zeilbauer;-0.046929087;0.399571223;0.620450292;-0.453828096;0.158228339;0.654101963;0.22721505;0.438724003;-0.046568626
Andres Raja;0.404691917;1.099582348;0.271178216;0.432940426;0.282931141;-0.854822676;0.22721505;-0.12065503;-0.046568626
Tom†? Dvor†k;-0.356612062;0.47613494;1.225855223;0.137350919;-0.989037437;0.072088174;0.024357323;1.155121711;-0.046568626
Vasiliy Kharlamov;-0.88565381;0.191755421;1.02793438;-0.158238589;-0.165998945;0.26609277;0.842550155;0.222823324;-0.046568626
Kai Kazmirek;0.353078088;0.060503335;-1.13755249;0.640947857;1.717013362;-0.359033152;0.632930504;-0.159909699;-0.046568626
Lars Albert;-0.253384403;0.060503335;0.911510355;-0.256768425;-1.051388838;1.39778625;0.22721505;0.752761355;-0.046568626
Romain Martin;0.572436862;-1.131703112;-0.334226716;0.838007529;-0.215880066;-0.326699052;0.632930504;0.644811015;-0.046568626
Lars Albert;-0.524357006;0.432384245;1.02793438;-0.650887768;-0.577518191;1.117557388;0.430072777;0.154127653;-0.046568626
Andrei Nazarov;0.314367716;0.137067052;-0.578717169;0.531470262;0.095876938;0.276870803;0.430072777;-0.493574385;-0.046568626
Jîrg Goedicke;0.004684742;-0.158250141;0.038330165;0.432940426;-0.165998945;0.061310141;1.052169807;-0.572083723;-0.046568626
Lars Albert;-0.472743177;0.399571223;1.307352041;-0.552357932;-1.076329399;0.998999023;0.22721505;0.782202356;-0.046568626
Maurice Smith;0.495016118;0.005814966;0.876583147;-0.650887768;0.257990581;0.934330825;-0.563930086;-0.130468697;-0.046568626
Brent Newdick;0.611147234;0.399571223;0.341032631;0.038821083;-0.190939506;0.12597834;-0.17173848;-0.385624045;-0.046568626
Jake Arnold;0.495016118;-2.061405387;-0.12466347;-0.650887768;-0.078706984;0.513987532;1.15359867;0.350400998;-0.046568626
Patrick Spinner;0.662761063;0.968330262;0.026687763;-0.749417603;-0.116117825;-0.369811185;-0.273167344;0.949034699;-0.046568626
FrÇdÇric Sacco;-0.330805147;0.454259593;1.458703274;-0.059708753;-0.565047911;0.352317035;0.22721505;-0.228605369;-0.046568626
Aleksandr Shtepa;-0.640488122;-0.672320811;1.062861588;-0.256768425;-0.826923795;1.678015111;-0.17173848;0.55648801;-0.046568626
Roland Schwarzl;-0.498550092;0.640200047;0.434171851;-0.650887768;-0.926686036;0.837328526;0.842550155;-0.93518941;-0.046568626
Stephen Moore;1.024057866;0.344882854;-1.498466969;1.352552227;0.981266831;0.039754074;-0.17173848;-1.033326083;-0.046568626
Kai Kazmirek;0.495016118;0.563636331;-1.288903723;0.739477693;1.841716164;-1.059605305;-0.17173848;-0.493574385;-0.046568626
John Lane;0.895023294;-0.256689206;-0.17123308;0.038821083;0.532336745;-0.45603545;0.632930504;-1.052953417;-0.046568626
Lars Rise;0.030491657;0.771452133;1.423776066;-2.325894976;-0.091177264;0.837328526;0.024357323;0.222823324;-0.046568626
Andy Giesler;-0.498550092;0.027690313;-0.019881847;0.432940426;-1.063859118;1.19300362;0.632930504;-0.179537033;-0.046568626
Jacob Minah;0.869216379;-0.103561772;-0.380796326;-0.256768425;1.230672435;-0.736264311;0.632930504;-1.416059105;-0.046568626
Thomas Tebbich;0.430498832;0.344882854;0.073257373;-0.256768425;-0.190939506;-0.42370135;-0.374596207;0.792016023;-0.046568626
Paul Terek;0.030491657;-0.95670033;-0.229445093;-0.158238589;-0.041296144;0.578655731;1.369980246;-0.542642721;-0.046568626
Takumi Otobe;1.682134187;0.694888417;-1.172479698;0.640947857;0.345282542;-0.725486278;-0.374596207;-0.729102398;-0.046568626
Matthew McEwen;0.469209204;-0.442629661;-0.008239445;-0.552357932;0.332812262;-0.068026257;0.430072777;0.046177313;-0.046568626
Xavier Brunet;-0.188867117;-0.387941292;-0.206160288;1.659089494;-0.103647545;-0.488369549;0.430072777;-1.366990769;-0.046568626
Patrick Spinner;-0.021122173;0.137067052;0.224608606;-0.552357932;-0.427874829;-0.563815781;-0.374596207;1.528041066;-0.046568626
Thorsten Margis;1.024057866;0.399571223;0.573880682;-0.83699968;0.1831689;0.406207201;-0.17173848;-0.051959359;-0.046568626
Yonelvis Aguila;0.288560802;-0.366065944;0.119826983;0.640947857;0.420104223;-0.07880429;-0.949359767;0.90978003;-0.046568626
Michal Modelski;0.095008943;0.268319138;0.10818458;0.137350919;0.332812262;-0.660818079;0.22721505;-1.229599428;-0.046568626
Franck Logel;-0.563067378;0.060503335;-0.602001974;0.432940426;-0.614929032;0.179868505;0.430072777;-0.984257747;-0.046568626
Yevgeny Sarantsev;-0.911460724;-0.858261266;0.306105423;0.432940426;-0.727161554;-0.305142986;0.22721505;0.850898027;-0.046568626
Jeff Mohl;0.572436862;0.727701438;-1.754599824;0.432940426;1.056088512;-1.673953194;0.430072777;-1.170717424;-0.046568626
Felix Hepperle;-0.111446373;-0.256689206;-1.323830931;0.33441059;0.158228339;-0.844044643;1.261789458;-0.424878714;-0.046568626
Klaus Ambrosch;-0.021122173;0.399571223;0.434171851;-1.121641428;-0.228350346;-0.035692157;-0.760025889;0.684065684;-0.046568626
Atis Vaisjuns;-1.105012583;-0.180125489;0.341032631;0.33441059;-0.353053148;-0.412923317;0.105500413;0.173754987;-0.046568626
Matt Chisam;-0.588874292;-1.437957979;-0.101378665;-0.35529826;-1.101269959;0.233758671;0.53150164;0.507419674;-0.046568626
Jake Waruch;0.030491657;-0.311377575;-0.310941911;0.936537365;0.070936378;-0.014136091;-0.273167344;-0.768357067;-0.046568626
William Pappas;-0.498550092;-0.048873403;-0.054809055;-0.256768425;-0.215880066;-0.305142986;0.22721505;-0.40525138;-0.046568626
Andrey Bashtanov;-0.563067378;0.060503335;0.154754191;0.33441059;0.332812262;-0.143472489;0.22721505;-1.465127441;-0.046568626
Terry Prentice;-0.188867117;0.99020561;-0.555432364;0.838007529;-0.003885303;-0.854822676;-0.469263147;-1.023512416;-0.046568626
Julien Choffart;0.546629947;0.213630768;-0.834850024;0.531470262;-0.440345109;-0.28358692;-0.354310435;-0.601524724;-0.046568626
Jeff Sander;-0.808233066;0.323007507;-0.415723533;0.936537365;-1.013977998;-0.434479383;0.430072777;-1.43568644;-0.046568626
Evgeniy Teptin;-0.395322433;-0.573881747;0.853298342;-0.83699968;-0.091177264;0.26609277;0.024357323;-1.357177102;-0.046568626
Lars-Niklas Heinke;0.056298571;0.158942399;-1.079340478;-1.121641428;-0.240820627;-0.046470191;0.632930504;-0.307114707;-0.046568626
Paul Speer;0.753085264;-0.694196159;-0.066451457;-0.552357932;-0.103647545;0.761882295;-0.374596207;-0.179537033;-0.046568626
Ireneus Zurawicz;-0.717908865;-0.333252923;0.026687763;-0.83699968;-0.128588105;0.115200306;0.430072777;-0.837052738;-0.046568626
Tero Ojala;-0.963074553;-0.573881747;-0.567074766;-0.83699968;-0.440345109;0.395429168;0.22721505;1.567295735;-0.046568626
Markus Leemet;0.314367716;-0.103561772;-0.019881847;-0.35529826;0.407633943;-1.329056134;-0.17173848;-0.248232704;-0.046568626
Cristian Gasparro;-0.524357006;-0.366065944;-0.2643723;-0.35529826;-0.789512954;0.319982936;0.22721505;-0.807611736;-0.046568626
Artem Lukyanenko;-0.137253288;-0.464505009;-0.17123308;-0.453828096;-0.078706984;-0.111138389;-0.949359767;0.105059317;-0.046568626
Hamdi Dhouibi;-0.046929087;-0.934824983;0.10818458;-1.406283175;0.544807025;0.363095069;0.024357323;-0.964630412;-0.046568626
Stephen Cain;-0.808233066;-1.055139395;-0.683498792;0.038821083;-0.777042674;-0.272808886;0.761407064;0.065804648;-0.046568626
Bas Markies;0.004684742;-0.12543712;-0.21780269;-0.552357932;-0.49022623;-1.296722034;-0.131166935;-0.493574385;-0.046568626
Rico Freimuth;-0.304998233;-0.409816639;-0.893062037;-1.121641428;-0.789512954;0.535543599;-0.563930086;0.399469334;-0.046568626
Santiago Lorenzo;-0.588874292;-0.72700918;-0.2643723;-1.318701099;-0.066236704;-0.28358692;0.22721505;0.183568655;-0.046568626
Michael Arnold;-0.356612062;-0.519193378;-0.182875483;0.531470262;-0.46528567;-0.42370135;-1.510599479;-0.081400361;-0.046568626
Lennart Hedmark;-0.834039981;-0.103561772;-0.229445093;-0.749417603;-0.215880066;0.039754074;-0.949359767;1.371022391;-0.046568626
Klaus Ambrosch;-0.085639459;0.377695876;-0.893062037;-0.552357932;-0.178469226;-0.42370135;-1.138693646;0.44853767;-0.046568626
Yuriy Dyachkov;0.004684742;-0.12543712;-0.252729898;-1.034059351;0.008584977;0.179868505;-1.138693646;-0.738916066;-0.046568626
Christer Lythell;-0.808233066;0.005814966;-0.287657106;-1.318701099;-0.165998945;0.697214096;-1.138693646;-0.630965726;-0.046568626
Knut Harald Gundersen;-1.298564442;-0.748884528;0.038330165;-0.35529826;-1.17609164;0.363095069;-1.138693646;-0.042145692;-0.046568626
Spas Dzhurov;0.004684742;-0.978575678;0.760159122;-1.318701099;-0.278231467;-0.197362655;-0.949359767;-0.29730104;-0.046568626
Thomas Tebbich;-1.001784925;-0.72700918;-1.079340478;-0.256768425;-0.689750713;-1.512282697;-0.374596207;0.154127653;-0.046568626
RÇdouane Youcef;0.985347495;0.137067052;-2.301792743;-1.690924923;0.23305002;-0.660818079;-0.760025889;-0.994071414;-0.046568626
Edson Bindilatti;-0.395322433;-0.070748751;-2.162083913;0.137350919;0.90644515;-1.857179757;-0.760025889;-2.269848155;-0.046568626
V?roslav Valenta;-1.350178271;-1.689524477;-0.194517885;-0.650887768;-0.627399312;0.018198008;-0.374596207;-1.838046796;-0.046568626
Werner Duttweiler;-0.834039981;-0.573881747;-0.310941911;-1.121641428;-1.437967524;-1.221275802;-0.374596207;-0.640779393;-0.046568626
Kenneth Riggsberger;-0.808233066;-1.416082631;-0.345869118;-1.592395087;-0.190939506;-0.585371847;-0.760025889;-0.954816745;-0.046568626
Walter Diessl;0.004684742;-1.109827764;-0.113021068;-2.052200988;-0.839394075;-0.725486278;-1.138693646;-1.524009445;-0.046568626
Jorge Ure§a;0.314367716;0.344882854;-0.858134829;0.432940426;0.382693383;-1.544616796;-5.317562824;-0.621152059;-0.046568626
Paul Scott;-0.834039981;-1.492646348;-2.499713586;-1.034059351;0.257990581;-2.514639779;-1.510599479;-3.143264539;-0.046568626
Torbjîrn Lassenius;-2.163096079;-1.766088193;-1.160837295;-2.512006888;-1.113740239;-0.563815781;-5.317562824;0.44853767;-0.046568626
Raymond Anet;-1.105012583;-2.58641373;-2.639422416;-2.94991727;-1.113740239;-2.061962387;-2.396411554;-1.847860464;-0.046568626
Roman ?ebrle;0.778892178;2.040222297;1.039576783;1.560559658;0.794212629;1.02055509;1.052169807;1.645805073;-0.097975776
